0,0.0010150422,0.0006407405,0.0001128959,-0.0003555214
0.238899842,0.0253291962,-0.001779824,0.0020910285,-0.0019281208
0.467787201,0.0041806138,-0.0047497559,0.0066973965,-0.0018769339
0.677141013,-0.0011760741,-0.0051867243,0.0056305882,-0.0016770177
0.858397094,-0.0061892959,-0.004232292,0.0029859333,-0.0010840334
1.004363087,-0.0115411386,-0.0028968981,4.43949125E-05,-0.0004195496
1.109561093,-0.0168789829,-0.001535661,-0.0028452905,0.0002711344
1.170480113,-0.0217525061,-0.000208435,-0.0055955834,0.0010040951
1.18572533,-0.0258786758,0.0010421708,-0.0081085638,0.0017648604
1.156056834,-0.0290826677,0.0021623516,-0.0102788252,0.002507371
1.084316412,-0.0312428783,0.0031101358,-0.0120204999,0.0031709345
0.975247052,-0.0322824214,0.0038592142,-0.0132691842,0.0036986045
0.83521559,-0.0321748126,0.0043950473,-0.0139825723,0.0040495074
0.671854135,-0.0309461603,0.0047129728,-0.0141443997,0.004203901
0.493640227,-0.0286744346,0.0048173128,-0.0137669502,0.0041609164
0.309438895,-0.0254853932,0.0047204515,-0.0128895916,0.0039332433
0.12803173,-0.0215472093,0.0044416324,-0.0115746164,0.0035423177
-0.042341373,-0.0170622392,0.00400606,-0.0099022248,0.0030155682
-0.194402976,-0.0122543097,0.0034446515,-0.0079656024,0.0023845225
-0.322198799,-0.0073561492,0.0027930788,-0.0058663142,0.0016836848
-0.421379216,-0.002596685,0.0020901959,-0.0037097776,0.0009490535
-0.489386903,0.0018116017,0.0013761573,-0.0015999088,0.0002169048
-0.525541312,0.0056855237,0.0006907916,0.0003660293,-0.0004782109
-0.531016383,0.0088786029,7.07685205E-05,0.0021022042,-0.0011044314
-0.50871391,0.0112896482,-0.000451493,0.003539104,-0.0016349374
-0.463040758,0.012865993,-0.0008498626,0.0046264621,-0.0020492223
-0.399603457,0.0136054365,-0.0011057694,0.005335807,-0.002334462
-0.300302388,0.0160503644,-0.0014583949,0.0058646713,-0.0026458197
-0.150606302,0.0179037218,-0.0021912693,0.0066855707,-0.0029654908
-0.008525957,0.0117492243,-0.0026152917,0.0071017728,-0.0028203846
0.115936029,0.0083511216,-0.0022472354,0.0059372457,-0.002494728
0.214103104,0.0047875782,-0.0014433333,0.0042132145,-0.0019978607
0.279139436,0.0011709186,-0.0004775986,0.0023134555,-0.0014283933
0.30645527,-0.0021773587,0.00053014,0.0004162097,-0.000826712
0.293980036,-0.004952998,0.001517872,-0.001352034,-0.0002246755
0.242287734,-0.0069279491,0.0024263251,-0.0028691525,0.0003375441
0.154567449,-0.007943524,0.003198413,-0.0040267363,0.0008152456
0.036440581,-0.0079055879,0.0037866235,-0.0047405282,0.0011664373
-0.104364971,-0.0067888949,0.0041550579,-0.004954914,0.0013591348
-0.258465379,-0.0046385188,0.0042806867,-0.0046458976,0.0013747094
-0.415370825,-0.0015687915,0.004154354,-0.0038233706,0.0012089258
-0.564103817,0.0022425666,0.0037810939,-0.002531167,0.0008711471
-0.693850929,0.0065639492,0.003179425,-0.0008441477,0.0003825871
-0.794611083,0.0111232794,0.0023805881,0.0011362378,-0.0002255857
-0.857803516,0.0156229476,0.0014269825,0.0032878133,-0.0009143795
-0.876800776,0.0197577169,0.000369844,0.0054751006,-0.0016390812
-0.805334153,0.0275069208,-0.0011594466,0.0079042163,-0.0026270108
-0.684168741,0.0264785137,-0.0027850451,0.0105636909,-0.0032798908
-0.515878881,0.0269914849,-0.0039104603,0.0118834275,-0.0038043521
-0.305320022,0.0262678023,-0.0046723259,0.0124498884,-0.0041182306
-0.059952136,0.0240374893,-0.0051931302,0.0123982262,-0.0042407432
0.210491401,0.0203201558,-0.0054873363,0.011721731,-0.0041526132
0.494467407,0.0152370715,-0.0055273056,0.010399841,-0.0038346419
0.7791948,0.0089632068,-0.0052951905,0.0084500627,-0.0032852604
